id,serial,exam_type,exam_session,subject,subtopic,stem,case_text,choices_json,answer_text,explanation,explanation_version
2174,A15-074,"あん摩マッサージ指圧師",15,"臨床医学各論","運動器疾患","最も起こりにくいのはどれか。","次の文で示す症例について、A15-074、A15-075の問に答えよ。
「60歳の女性。生来健康で病気や外傷の既往はない。３か月前から右膝の疼痛と腫脹に気付く。膝の完全屈曲がやや困難。」","[""歩行開始時の疼痛"", ""膝蓋跳動"", ""膝関節の内反変形"", ""下肢の脚長差""]","解答　４．","高齢女性の膝痛・腫脹から変形性膝関節症が最も疑われる。歩行開始時痛、関節液貯留による膝蓋跳動、内反変形（O脚）は典型的だが、下肢の脚長差が生じることは稀である。",1
2175,A15-075,"あん摩マッサージ指圧師",15,"臨床医学各論","運動器疾患","この患者への指導で誤っているのはどれか。","次の文で示す症例について、A15-074、A15-075の問に答えよ。
「60歳の女性。生来健康で病気や外傷の既往はない。３か月前から右膝の疼痛と腫脹に気付く。膝の完全屈曲がやや困難。」","[""等尺性収縮訓練による大腿部の筋力強化"", ""正座訓練による関節可動域の改善"", ""膝サポーターの装用"", ""体重のコントロール""]","解答　２．","変形性膝関節症が疑われる症例である。正座は膝関節に強い負担をかけ、症状を悪化させるため避けるべきである。大腿四頭筋の筋力強化や減量は推奨される。",1
2176,A15-076,"あん摩マッサージ指圧師",15,"臨床医学各論","運動器疾患","肩関節周囲炎について適切でない記述はどれか。",,"[""加齢による退行性変性に起因する。"", ""更衣動作が困難となる。"", ""ヤーガソンテストが陽性となる。"", ""痛みがなくなるまで三角巾で安静を保つ。""]","解答　４．","肩関節周囲炎（五十肩）では、急性期を過ぎたら関節拘縮を予防するために積極的な可動域訓練を行う。長期間の固定・安静は拘縮を悪化させるため不適切である。ヤーガソンテストは上腕二頭筋長頭腱炎の検査である。",1
2177,A15-077,"あん摩マッサージ指圧師",15,"臨床医学各論","運動器疾患","骨粗鬆症について誤っているのはどれか。",,"[""骨量は正常である。"", ""クッシング症候群に合併する。"", ""脊椎圧迫骨折が起こる。"", ""管状骨では皮質骨が菲薄となる。""]","解答　１．","骨粗鬆症は骨強度が低下し骨折しやすくなる疾患であり、骨量は減少する。ステロイド過剰となるクッシング症候群は続発性骨粗鬆症の原因となる。好発部位は脊椎、大腿骨近位部などである。",1
2182,A15-082,"あん摩マッサージ指圧師",15,"臨床医学各論","運動器疾患","関節リウマチで誤っている記述はどれか。",,"[""朝のこわばりがみられる。"", ""発症は女性に多い。"", ""発症は20～40歳代に多い。"", ""多発性の化膿性関節炎がみられる。""]","解答　４．","関節リウマチは自己免疫による非特異的な滑膜炎であり、化膿性（細菌感染によるもの）ではない。朝のこわばり、対称性の多発関節炎、女性に多いことなどが特徴である。",1
2333,A16-083,"あん摩マッサージ指圧師",16,"臨床医学各論","運動器疾患","骨肉腫について誤っている記述はどれか。",,"[""高齢者に多い。"", ""膝関節近くに好発する。"", ""局所の腫脹・疼痛を起こす。"", ""下肢切断術が行われる。""]","解答　１．","骨肉腫は10歳代の思春期・若年者に好発する悪性骨腫瘍である。膝関節周囲（大腿骨遠位、脛骨近位）に好発し、夜間痛や腫脹を伴う。治療は化学療法と手術（患肢温存または切断）が行われる。",1
2334,A16-084,"あん摩マッサージ指圧師",16,"臨床医学各論","運動器疾患","手の腱鞘炎について誤っている記述はどれか。",,"[""反復する物理的刺激により起こる。"", ""ドゥ・ケルバン病は手関節尺側に起こる。"", ""ばね指の原因となる。"", ""局所の圧痛を認める。""]","解答　２．","ドゥ・ケルバン病（狭窄性腱鞘炎）は、長母指外転筋腱と短母指伸筋腱が通る手関節の「橈側」にある第1管室で起こる。尺側ではない。ばね指は屈筋腱の腱鞘炎により生じる。",1
2335,A16-085,"あん摩マッサージ指圧師",16,"臨床医学各論","運動器疾患","腰椎椎間板ヘルニアの症状でないのはどれか。",,"[""腰痛"", ""坐骨神経痛"", ""足クローヌス"", ""下肢の感覚障害""]","解答　３．","腰椎椎間板ヘルニアは下位運動ニューロン障害（神経根障害）を引き起こすため、腱反射の減弱や消失がみられる。足クローヌスは上位運動ニューロン障害（錐体路障害）でみられる症状であるため、本症には適さない。",1
2474,A17-074,"あん摩マッサージ指圧師",17,"臨床医学各論","運動器疾患","この症例に行うテストで適切なのはどれか。","次の文で示す症例について、A17-074、A17-075の問に答えよ。
「50歳の男性。１か月前から右上腕と手背の橈側にしびれ感と痛みがある。右上肢に脱力感があり肩も挙上しにくい。近医にて椎間板ヘルニアの診断を受けた。」","[""ジャクソンテスト"", ""ライトテスト"", ""ヤーガソンテスト"", ""ボンネットテスト""]","解答　１．","頸椎椎間板ヘルニアなどの頸部神経根障害を評価するテストには、ジャクソンテストやスパーリングテストがある。ライトテストは胸郭出口症候群、ヤーガソンテストは上腕二頭筋長頭腱炎、ボンネットテストは坐骨神経痛の検査である。",1
2475,A17-075,"あん摩マッサージ指圧師",17,"臨床医学各論","運動器疾患","この症例について誤っているのはどれか。","次の文で示す症例について、A17-074、A17-075の問に答えよ。
「50歳の男性。１か月前から右上腕と手背の橈側にしびれ感と痛みがある。右上肢に脱力感があり肩も挙上しにくい。近医にて椎間板ヘルニアの診断を受けた。」","[""男性に多い。"", ""椎間板変性を基盤とする。"", ""病変は上位頚椎にある。"", ""進行すると痙性麻痺を起こす。""]","解答　３．","上腕や手背橈側のしびれ、肩の挙上困難（三角筋などの弱化）から、C5またはC6神経根の障害が疑われる。これらは下位頸椎（C4/5, C5/6）のレベルであり、上位頸椎ではない。脊髄が圧迫されれば下肢の痙性麻痺を来しうる。",1
2476,A17-076,"あん摩マッサージ指圧師",17,"臨床医学各論","運動器疾患","腰部脊柱管狭窄症で適切でないのはどれか。",,"[""馬尾神経の圧迫が起こる。"", ""下肢痛を生じる。"", ""間欠跛行を示す。"", ""腰椎伸展位で症状が軽快する。""]","解答　４．","腰部脊柱管狭窄症は、腰椎を後屈（伸展）させると脊柱管がさらに狭まり症状が悪化する。逆に前屈位（屈曲）をとると脊柱管が広がり、間欠跛行などの症状が軽快するのが特徴である。",1
2477,A17-077,"あん摩マッサージ指圧師",17,"臨床医学各論","運動器疾患","骨粗鬆症で適切でない記述はどれか。",,"[""骨量が減少した状態である。"", ""骨吸収率は骨形成率より低下している。"", ""甲状腺機能亢進症で起こる。"", ""脊椎圧迫骨折が起こる。""]","解答　２．","骨粗鬆症は、骨吸収（骨を壊す）が骨形成（骨を作る）を上回ることで骨量が減少する疾患である。したがって、骨吸収率は相対的に高まっている。甲状腺機能亢進症などの内分泌疾患は二次性骨粗鬆症の原因となる。",1
2478,A17-078,"あん摩マッサージ指圧師",17,"臨床医学各論","運動器疾患","骨折で皮膚に創があり外界との交通のあるのはどれか。",,"[""病的骨折"", ""完全骨折"", ""粉砕骨折"", ""複雑骨折""]","解答　４．","骨折部が皮膚の損傷を介して外界と連通しているものを「複雑骨折（開放骨折）」と呼ぶ。感染のリスクが高いため緊急処置を要する。粉砕骨折は骨が細かく砕けたもの、病的骨折は骨腫瘍などで骨強度が低下して起こるものを指す。",1
2484,A17-084,"あん摩マッサージ指圧師",17,"臨床医学各論","運動器疾患","関節リウマチで起こりにくいのはどれか。",,"[""出血傾向"", ""朝のこわばり"", ""対称性関節腫脹"", ""赤沈値亢進""]","解答　１．","関節リウマチの主症状は、朝のこわばり、対称性の多関節腫脹、赤沈亢進やCRP陽性などの炎症反応である。出血傾向は通常認められない（治療薬の副作用等を除く）。",1
2621,A18-071,"あん摩マッサージ指圧師",18,"臨床医学各論","運動器疾患","肩関節周囲炎について適切でない記述はどれか。",,"[""帯を結ぶのが困難となる。"", ""有痛弧徴候(ペインフルアークサイン)がみられる。"", ""ライトテストが陽性となる。"", ""上腕二頭筋長頭筋腱に圧痛がみられる。""]","解答　３．","ライトテストは胸郭出口症候群の検査法であり、肩関節周囲炎の所見ではない。肩関節周囲炎では結帯動作の制限、ペインフルアークサイン（腱板損傷合併時など）、上腕二頭筋長頭腱の圧痛などがみられる。",1
2622,A18-072,"あん摩マッサージ指圧師",18,"臨床医学各論","運動器疾患","この症例の疾患について誤っている記述はどれか。","次の文で示す症例について、A18-072、A18-073の問に答えよ。
「50歳の女性。子供の頃、先天性股関節脱臼で治療を受けたことがある。最近、左股関節部に痛みがあり跛行するようになった。エックス線検査の結果、変形性股関節症と診断された。」","[""一次性の関節症である。"", ""トレンデレンブルグ歩行がみられる。"", ""初期には歩行開始時痛がある。"", ""股関節の可動域制限がみられる。""]","解答　１．","本症例は先天性股関節脱臼という明らかな原因があるため「二次性」の変形性股関節症に分類される。中殿筋弱化によるトレンデレンブルグ歩行や、始動時痛、可動域制限は本疾患の特徴である。",1
2623,A18-073,"あん摩マッサージ指圧師",18,"臨床医学各論","運動器疾患","この患者への指導で誤っているのはどれか。","次の文で示す症例について、A18-072、A18-073の問に答えよ。
「50歳の女性。子供の頃、先天性股関節脱臼で治療を受けたことがある。最近、左股関節部に痛みがあり跛行するようになった。エックス線検査の結果、変形性股関節症と診断された。」","[""体重の減量"", ""左手での杖使用"", ""プール内歩行"", ""進行した場合の人工関節の適応""]","解答　２．","変形性股関節症では、患側（左）への負荷を減らすため、杖は健側（右手）で持つのが原則である。体重減量や関節への負担が少ないプール内歩行は推奨される。",1
2627,A18-077,"あん摩マッサージ指圧師",18,"臨床医学各論","運動器疾患","痛風について誤っている記述はどれか。",,"[""ピロリン酸カルシウムの沈着がみられる。"", ""発作の好発部位は中足指節関節部である。"", ""耳介に皮下結節がみられる。"", ""エックス線では関節に小円形の打ち抜き像がみられる。""]","解答　１．","痛風は尿酸ナトリウム結晶が関節に沈着することで起こる。ピロリン酸カルシウムの沈着は「偽痛風」の特徴である。痛風では第1中足指節関節の激痛や耳介の痛風結節、X線での打ち抜き像が特徴的である。",1
2769,A19-069,"あん摩マッサージ指圧師",19,"臨床医学各論","運動器疾患","ピロリン酸カルシウムが原因である疼痛発作性関節炎はどれか。",,"[""痛風"", ""偽痛風"", ""変形性関節炎"", ""リウマチ性関節炎""]","解答　２．","偽痛風（ピロリン酸カルシウム結晶沈着症）は、関節軟骨にピロリン酸カルシウムが沈着し、急激な関節炎を起こす疾患である。膝関節に多く、高齢者に好発する。痛風の原因は尿酸ナトリウム結晶である。",1
2770,A19-070,"あん摩マッサージ指圧師",19,"臨床医学各論","運動器疾患","外反母趾について誤っているのはどれか。",,"[""男性に多い"", ""ＭＰ関節亜脱臼を起こす"", ""扁平足を伴う"", ""靴の使用と関連する""]","解答　１．","外反母趾は、足の第1趾が外側に曲がる変形であり、ハイヒールなどの靴の影響や筋力低下により女性に圧倒的に多い。横アーチが低下する開張足や扁平足を伴うことが多く、進行するとMP関節の亜脱臼を来す。",1
2771,A19-071,"あん摩マッサージ指圧師",19,"臨床医学各論","運動器疾患","骨肉腫で誤っている記述はどれか。",,"[""40歳代に好発する。"", ""大腿骨下端に多い。"", ""局所の疼痛・腫脹がみられる。"", ""エックス線検査で骨皮質の虫食い像を認める。""]","解答　１．","骨肉腫は若年者（10歳代）に好発する代表的な悪性骨腫瘍である。大腿骨下端や脛骨上端（膝関節付近）に多く、エックス線像では骨膜反応（Codman三角）や日光放射状（sunburst appearance）の像がみられる。",1
2774,A19-074,"あん摩マッサージ指圧師",19,"臨床医学各論","運動器疾患","この病態について正しい記述はどれか。","次の文で示す症例について、A19-074、A19-075の問に答えよ。
「85歳の女性。骨粗鬆症の治療中。トイレに行こうとして転倒、殿部と腰を打撲し、歩けなくなった。股関節は外旋位をとり、痛みは右殿部に強い。」","[""坐骨神経損傷が多い。"", ""寝返り動作は障害されにくい。"", ""寝たきりの原因となる危険性が高い。"", ""保存療法で歩行予後は良好である。""]","解答　３．","症例は大腿骨近位部骨折が疑われる。高齢者の大腿骨近位部骨折は、長期臥床による廃用症候群や合併症を招きやすく、寝たきりの主要な原因となる。早期離床を目指して手術療法が選択されることが多い。",1
2775,A19-075,"あん摩マッサージ指圧師",19,"臨床医学各論","運動器疾患","前問の疾患以外に、高齢者の転倒で起こりやすいのはどれか。","次の文で示す症例について、A19-074、A19-075の問に答えよ。
「85歳の女性。骨粗鬆症の治療中。トイレに行こうとして転倒、殿部と腰を打撲し、歩けなくなった。股関節は外旋位をとり、痛みは右殿部に強い。」","[""上腕骨近位部骨折"", ""骨盤骨折"", ""大腿骨骨幹部骨折"", ""脛骨骨折""]","解答　１．","高齢者の四大骨折は、大腿骨近位部骨折、上腕骨近位部骨折、橈骨遠位端骨折、脊椎圧迫骨折である。これらは骨粗鬆症を基盤として、転倒などの軽微な外力で発生しやすい。",1
2782,A19-082,"あん摩マッサージ指圧師",19,"臨床医学各論","運動器疾患","関節リウマチで正しいのはどれか。",,"[""男性に多い"", ""脂質異常症"", ""朝のこわばり"", ""汎血球減少""]","解答　３．","関節リウマチは、多発性の関節炎を主徴とする自己免疫疾患である。朝の起床時に関節が動かしにくい「朝のこわばり」が特徴的な症状である。30〜50歳代の女性に多く、汎血球減少は通常みられない。",1
2919,A20-069,"あん摩マッサージ指圧師",20,"臨床医学各論","運動器疾患","ばね指について正しい記述はどれか。",,"[""筋硬結が原因である。"", ""深指屈筋腱に好発する。"", ""局所の圧痛はない。"", ""伸展時に弾発現象は起こらない。""]","解答　２．","ばね指は指の屈筋腱（浅・深指屈筋腱）と腱鞘の間の狭窄性腱鞘炎である。MP関節掌側に圧痛や肥厚を認め、指の屈伸時に引っかかりが生じる弾発現象が特徴である。",1
2920,A20-070,"あん摩マッサージ指圧師",20,"臨床医学各論","運動器疾患","骨粗鬆症患者に好発する骨折はどれか。",,"[""橈骨遠位端骨折"", ""鎖骨骨折"", ""大腿骨骨幹部骨折"", ""脛骨骨幹部骨折""]","解答　１．","骨粗鬆症では骨強度が低下し、橈骨遠位端、大腿骨近位部（頸部）、脊椎（圧迫骨折）、上腕骨近位部などの骨折が好発する。骨幹部の骨折は通常、大きな外力によるものが多い。",1
2921,A20-071,"あん摩マッサージ指圧師",20,"臨床医学各論","運動器疾患","変形性膝関節症で正しい記述はどれか。",,"[""２次性のものが多い。"", ""初期には歩行開始時痛がみられる。"", ""膝蓋跳動は関節周囲浮腫により起こる。"", ""進行すると外反変形を起こす。""]","解答　２．","変形性膝関節症は加齢による1次性が多く、初期症状として動き始めの痛み（歩行開始時痛）が特徴的である。膝蓋跳動は関節液貯留により生じ、進行すると多くは内反変形（O脚）を呈する。",1
3072,A21-072,"あん摩マッサージ指圧師",21,"臨床医学各論","運動器疾患","損傷の可能性が最も高いのはどれか。","次の文で示す症例について、A21-072、A21-073の問に答えよ。
「24歳の女性。テニスのサーブ時に、左足関節を内側にひねった。足関節の前外側部の腫脹と疼痛を訴える。」","[""アキレス腱"", ""三角靱帯"", ""前距腓靱帯"", ""遠位脛腓靱帯""]","解答　３．","足関節を内側にひねる「内がえし捻挫」では、外側の靭帯が引き伸ばされる。その中でも前距腓靭帯は最も損傷頻度が高い。三角靭帯は内側の靭帯であり、外がえし捻挫で損傷する。",1
3073,A21-073,"あん摩マッサージ指圧師",21,"臨床医学各論","運動器疾患","本患者の応急処置として適切でないのはどれか。","次の文で示す症例について、A21-072、A21-073の問に答えよ。
「24歳の女性。テニスのサーブ時に、左足関節を内側にひねった。足関節の前外側部の腫脹と疼痛を訴える。」","[""冷却"", ""固定"", ""挙上"", ""マッサージ""]","解答　４．","急性期の外傷（捻挫）に対する応急処置はRICE処置（安静・冷却・圧迫・挙上）が基本である。マッサージは血流を促進させ、炎症や腫脹を悪化させる可能性があるため、急性期には適さない。",1
3079,A21-079,"あん摩マッサージ指圧師",21,"臨床医学各論","運動器疾患","外反母趾について正しい記述はどれか。",,"[""男性に多い。"", ""先の細い靴の着用習慣と関係が深い。"", ""手術療法の適応はない。"", ""関節リウマチに合併しない。""]","解答　２．","外反母趾は女性に多く、ハイヒールなど先の細い靴による圧迫が主な原因となる。重症例では手術が行われ、関節リウマチに伴う足部変形として合併することも多い。",1
3080,A21-080,"あん摩マッサージ指圧師",21,"臨床医学各論","運動器疾患","総腓骨神経麻痺について正しい記述はどれか。",,"[""足底の感覚障害を生じる。"", ""足関節部の圧迫によって発症する。"", ""足関節の背屈運動が障害される。"", ""足趾の底屈運動が障害される。""]","解答　３．","総腓骨神経は足関節の背屈や足趾の伸展を支配するため、麻痺すると下垂足（背屈不能）を呈する。腓骨頭付近での圧迫で生じやすく、感覚障害は足背に見られる。",1
3081,A21-081,"あん摩マッサージ指圧師",21,"臨床医学各論","運動器疾患","変形性膝関節症について正しい記述はどれか。",,"[""滑膜組織の摩耗を主病変とする。"", ""安静時痛が主症状である。"", ""単純エックス線像で関節裂隙の拡大を認める。"", ""大腿四頭筋訓練が有効である。""]","解答　４．","変形性膝関節症は関節軟骨の摩耗を主病変とし、動作時痛が特徴である。X線では関節裂隙の狭小化が見られる。治療には膝関節を安定させる大腿四頭筋の強化が有効である。",1
3086,A21-086,"あん摩マッサージ指圧師",21,"臨床医学各論","運動器疾患","肩関節の腱板損傷が多いのはどれか。",,"[""棘上筋"", ""肩甲下筋"", ""棘下筋"", ""小円筋""]","解答　１．","肩関節の腱板（ローテーターカフ）を構成する4筋のうち、最も損傷頻度が高いのは棘上筋である。肩峰下を通るため、力学的負荷やインピンジメントを受けやすい。",1
3088,A21-088,"あん摩マッサージ指圧師",21,"臨床医学各論","運動器疾患","坐骨神経痛の原因として最も多いのはどれか。",,"[""Ｌ1-Ｌ2椎間板ヘルニア"", ""Ｌ2-Ｌ3椎間板ヘルニア"", ""Ｌ3-Ｌ4椎間板ヘルニア"", ""Ｌ4-Ｌ5椎間板ヘルニア""]","解答　４．","腰椎椎間板ヘルニアはL4/L5間およびL5/S1間に最も多く発生する。これらの部位での神経根圧迫は坐骨神経痛の主要な原因となる。",1
3230,A22-080,"あん摩マッサージ指圧師",22,"臨床医学各論","運動器疾患","疾患と所見との組合せで誤っているのはどれか。",,"[""変形性膝関節症 … Ｏ脚変形"", ""変形性股関節症 … トレンデレンブルグ徴候"", ""変形性肘関節症 … 伸展障害"", ""ブシャール結節 … 遠位指節間関節腫脹""]","解答　４．","ブシャール結節は近位指節間（PIP）関節の腫脹を指す。遠位指節間（DIP）関節の腫脹はヘバーデン結節である。変形性膝関節症では内側型が多くO脚変形を呈し、変形性股関節症では中殿筋弱化によりトレンデレンブルグ徴候がみられる。",1
3231,A22-081,"あん摩マッサージ指圧師",22,"臨床医学各論","運動器疾患","女児に多い疾患はどれか。",,"[""ペルテス病"", ""大腿骨頭すべり症"", ""先天性股関節脱臼"", ""先天性内反足""]","解答　３．","先天性股関節脱臼は、女児に多く（男児の約5〜10倍）、家族歴や冬季出生、逆子（骨盤位）などがリスク因子となる。ペルテス病や大腿骨頭すべり症、先天性内反足は男児に多い。",1
3236,A22-086,"あん摩マッサージ指圧師",22,"臨床医学各論","運動器疾患","変形性膝関節症について正しいのはどれか。",,"[""一次性が多い。"", ""関節軟骨の摩耗所見はない。"", ""安静時痛が主症状である。"", ""大腿四頭筋訓練の効果はない。""]","解答　１．","変形性膝関節症は、加齢や肥満を背景とした原因不明の「一次性」が圧倒的に多い。関節軟骨の摩耗が本態であり、初期は動作時痛が主で、大腿四頭筋訓練は膝関節の安定性を高めるため非常に有効である。",1
3237,A22-087,"あん摩マッサージ指圧師",22,"臨床医学各論","運動器疾患","脊椎疾患と装具治療との組合せで誤っているのはどれか。",,"[""側弯症 … ミルウォーキーブレイス"", ""頚椎症 … 対立装具"", ""腰椎椎間板ヘルニア … 軟性コルセット"", ""腰椎圧迫骨折 … 体幹装具""]","解答　２．","対立装具は正中神経麻痺などによる母指の対立機能不全に対して用いられる手装具であり、頚椎症の治療には用いられない。頚椎症には頚椎カラーなどが用いられる。",1
3238,A22-088,"あん摩マッサージ指圧師",22,"臨床医学各論","運動器疾患","頚椎症性脊髄症について正しいのはどれか。",,"[""痙性麻痺は認めない。"", ""手指巧緻運動障害を認める。"", ""膀胱直腸障害は認めない。"", ""下肢腱反射が減弱する。""]","解答　２．","頚椎症性脊髄症は脊髄が圧迫されるため、上位運動ニューロン障害として痙性麻痺や下肢腱反射の亢進を認める。手指の細かい動作が困難になる巧緻運動障害や、重症例では膀胱直腸障害も出現する。",1
3359,A23-059,"あん摩マッサージ指圧師",23,"臨床医学各論","運動器疾患","関節リウマチでよくみられるのはどれか。",,"[""レイノー現象"", ""アフタ性口内炎"", ""ヘバーデン結節"", ""尺側偏位""]","解答　４．","関節リウマチでは、手指のMP関節の炎症により指が小指側に曲がる尺側偏位が特徴的である。ヘバーデン結節は変形性指関節症（DIP関節）の所見であり、レイノー現象は全身性強皮症や混合性結合組織病で多くみられる。",1
3360,A23-060,"あん摩マッサージ指圧師",23,"臨床医学各論","運動器疾患","筋・腱疾患についての組合せで正しいのはどれか。",,"[""肉離れ … 骨化性筋炎"", ""多発性筋炎 … 筋挫傷"", ""ドケルバン病 … フィンケルスタインテスト"", ""重症筋無力症 … 筋仮性肥大""]","解答　３．","ドケルバン病（狭窄性腱鞘炎）は長母指外転筋腱と短母指伸筋腱の障害であり、フィンケルスタインテストが陽性となる。筋仮性肥大はデュシェンヌ型筋ジストロフィーの特徴である。",1
3362,A23-062,"あん摩マッサージ指圧師",23,"臨床医学各論","運動器疾患","脊柱管狭窄を生じるのはどれか。",,"[""椎体前縁骨棘形成"", ""黄色靱帯肥厚"", ""前縦靱帯骨化"", ""棘突起肥大""]","解答　２．","脊柱管狭窄症は、椎間板の突出、椎体後縁の骨棘形成、黄色靱帯の肥厚などにより脊柱管が狭小化し、神経組織が圧迫される疾患である。前縦靱帯骨化や椎体前縁の骨棘は脊柱管の外側であるため、狭窄の直接原因にはなりにくい。",1
3363,A23-063,"あん摩マッサージ指圧師",23,"臨床医学各論","運動器疾患","先天性内反足について正しいのはどれか。",,"[""女児に多い。"", ""前足部は外転変形している。"", ""早期にギプス矯正を行う。"", ""リーメンビューゲル装具を装着する。""]","解答　３．","先天性内反足は男児に多く、尖足・内反・凹足・前足部内転の4要素を特徴とする。生後早期からの徒手矯正とギプス固定が基本である。リーメンビューゲル装具は先天性股関節脱臼に用いられる。",1
3511,A24-061,"あん摩マッサージ指圧師",24,"臨床医学各論","運動器疾患","肩関節周囲炎について正しいのはどれか。",,"[""原因は外傷が多い。"", ""肩関節可動域制限はない。"", ""安静時の疼痛が特徴である。"", ""腱板の変性が認められる。""]","解答　４．","肩関節周囲炎（いわゆる五十肩）は、加齢に伴う肩関節周囲組織（腱板や滑液包など）の変性が基盤となって発症する。運動痛や夜間痛、関節可動域制限（拘縮）が主な症状である。",1
3512,A24-062,"あん摩マッサージ指圧師",24,"臨床医学各論","運動器疾患","骨肉腫について正しいのはどれか。",,"[""老年期に好発する。"", ""骨端部に好発する。"", ""手指骨に好発する。"", ""骨幹端に好発する。""]","解答　４．","骨肉腫は10歳代の成長期に好発する悪性骨腫瘍である。膝関節周囲（大腿骨遠位、脛骨近位）などの長管骨の骨幹端に発生しやすいのが特徴である。",1
3513,A24-063,"あん摩マッサージ指圧師",24,"臨床医学各論","運動器疾患","短距離走で肉離れを起こしやすいのはどれか。",,"[""大内転筋"", ""大腿二頭筋"", ""中間広筋"", ""大腰筋""]","解答　２．","肉離れはハムストリングス（大腿二頭筋、半腱様筋、半膜様筋）に好発する。特に短距離走の加速期や全力疾走中に、強力な収縮と伸展が同時に加わることで発生しやすい。",1
3514,A24-064,"あん摩マッサージ指圧師",24,"臨床医学各論","運動器疾患","男性に多い疾患はどれか。",,"[""特発性側弯症"", ""フライバーグ病"", ""先天性内反足"", ""外反母趾""]","解答　３．","先天性内反足は男児に多く（女子の約2倍）、出生時より足部が内反・内転している疾患である。特発性側弯症、フライバーグ病（第2中足骨頭部無腐性壊死）、外反母趾はいずれも女性に多い。",1
3515,A24-065,"あん摩マッサージ指圧師",24,"臨床医学各論","運動器疾患","スポーツ外傷はどれか。",,"[""野球肩"", ""上腕骨投球骨折"", ""テニス肘"", ""シンスプリント""]","解答　２．","スポーツ外傷は、一度の大きな外力によって起こる怪我（骨折、捻挫など）を指す。上腕骨投球骨折は外傷に分類される。一方、野球肩、テニス肘、シンスプリントは繰り返しの負荷による「スポーツ障害」に分類される。",1
3522,A24-072,"あん摩マッサージ指圧師",24,"臨床医学各論","運動器疾患","本疾患で最も考えられる病態はどれか。","次の文で示す症例について、A24-072、A24-073の問に答えよ。
「45歳の男性。腰から殿部にかけての痛みを訴える。腰を反らせると痛みは増悪し、大腿部に放散する。前屈では痛みを生じない。神経学的異常所見はみられない。」","[""椎間板髄核の脱出"", ""脊柱管の狭窄"", ""椎間関節の炎症"", ""前縦靱帯の肥厚""]","解答　３．","腰部を後屈（反らせる）した際に痛みが増悪し、前屈で軽減するのは椎間関節由来の腰痛の特徴である。神経学的異常がないことから、神経根を圧迫する椎間板ヘルニアや脊柱管狭窄症の可能性は低い。",1
3523,A24-073,"あん摩マッサージ指圧師",24,"臨床医学各論","運動器疾患","本疾患で陽性を示す所見はどれか。","次の文で示す症例について、A24-072、A24-073の問に答えよ。
「45歳の男性。腰から殿部にかけての痛みを訴える。腰を反らせると痛みは増悪し、大腿部に放散する。前屈では痛みを生じない。神経学的異常所見はみられない。」","[""椎間関節に一致した圧痛"", ""ケンプ徴候"", ""ＳＬＲテスト"", ""パトリック徴候""]","解答　１．","腰を反らせる（後屈）ことで痛みが増悪し、神経学的異常がないことから「腰椎椎間関節症」が疑われる。この場合、患部の椎間関節に一致した局所的な圧痛を認めるのが特徴である。",1
3657,A25-057,"あん摩マッサージ指圧師",25,"臨床医学各論","運動器疾患","手の腱鞘炎について正しいのはどれか。",,"[""１回の外力により起こる。"", ""ドケルバン病は手関節橈側に起こる。"", ""槌指の原因である。"", ""局所の発赤を認める。""]","解答　２．","ドケルバン病は長母指外転筋腱と短母指伸筋腱の狭窄性腱鞘炎で、手関節橈側に起こる。腱鞘炎は主に使いすぎ（過用）による慢性的な負荷が原因となる。",1
3658,A25-058,"あん摩マッサージ指圧師",25,"臨床医学各論","運動器疾患","女性に多い疾患はどれか。",,"[""ペルテス病"", ""先天性内反足"", ""特発性側弯症"", ""キーンベック病""]","解答　３．","特発性側弯症は思春期の女子に多く発症する。ペルテス病、先天性内反足、キーンベック病はいずれも男性に多い傾向がある。",1
3659,A25-059,"あん摩マッサージ指圧師",25,"臨床医学各論","運動器疾患","疾患と治療装具の組合せで正しいのはどれか。",,"[""斜頚 … ボストンブレース"", ""特発性側弯症 … フォンローゼン装具"", ""発育性股関節形成不全 … リーメンビューゲル装具"", ""先天性内反足 … ミルウォーキーブレース""]","解答　３．","発育性股関節形成不全（先天性股関節脱臼）には、股関節を屈曲・外転位に保持するリーメンビューゲル装具が用いられる。側弯症にはミルウォーキーブレースやボストンブレース、先天性股関節脱臼の乳児にはフォンローゼン装具も用いられる。",1
3670,A25-070,"あん摩マッサージ指圧師",25,"臨床医学各論","運動器疾患","両肩をすくめて5秒間保持させる主動作筋はどれか。",,"[""斜角筋"", ""僧帽筋"", ""棘上筋"", ""三角筋""]","解答　２．","肩をすくめる動作（肩甲骨の挙上）の主動作筋は僧帽筋（上部線維）と肩甲挙筋である。徒手筋力テスト（MMT）においても、この動作で僧帽筋の筋力を評価する。",1
3671,A25-071,"あん摩マッサージ指圧師",25,"臨床医学各論","運動器疾患","両肩甲骨を脊柱に引き寄せる運動の主動作筋を支配する神経はどれか。",,"[""肩甲上神経"", ""肩甲下神経"", ""肩甲背神経"", ""腋窩神経""]","解答　３．","肩甲骨を脊柱に引き寄せる（内転させる）主動作筋は、大菱形筋、小菱形筋および僧帽筋である。このうち菱形筋を支配するのは肩甲背神経である。僧帽筋は副神経と頸神経叢の枝によって支配される。",1
